mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,zcr,spectral_centroid,rms,label
-402.1128234863281,158.4751739501953,-5.002913951873779,-21.7542667388916,0.38028642535209656,-20.265220642089844,-17.383317947387695,3.369999647140503,-4.2044758796691895,-9.349214553833008,-5.666586399078369,-3.1848533153533936,-6.045267105102539,0.04891813076036866,999.4544877671981,0.023663176223635674,1
-580.6635131835938,20.84874725341797,4.761321067810059,3.5169363021850586,0.038579221814870834,1.5105814933776855,-0.5861811637878418,0.11964835971593857,-1.0304934978485107,1.6086786985397339,-1.6931291818618774,2.207087516784668,-1.428459882736206,0.005269837269585254,205.0833777772798,0.010176287963986397,1
-398.08489990234375,164.83990478515625,18.99638557434082,26.09132957458496,-37.94243240356445,-1.7078120708465576,-6.052816867828369,-14.054759979248047,-4.339209079742432,-1.9164538383483887,-33.169063568115234,9.902820587158203,-4.138489246368408,0.05599708381336405,1179.7107440438751,0.021534135565161705,1
-576.1566162109375,183.55691528320312,6.65032434463501,-13.218832015991211,-20.25972557067871,-10.262044906616211,-18.497438430786133,-3.2189643383026123,-6.9805588722229,-8.418176651000977,-8.826560974121094,-0.0567195899784565,5.926019191741943,0.05062599006336405,982.1197580203709,0.0025746640749275684,1
-529.2035522460938,191.04421997070312,10.636088371276855,46.135074615478516,-0.35454702377319336,13.061847686767578,-0.13515350222587585,4.348083972930908,2.08819317817688,-1.6326003074645996,-0.10166928917169571,2.437509298324585,-1.1556545495986938,0.023255959535256412,676.628712058348,0.005146447103470564,1
-239.16629028320312,137.8687744140625,6.1749420166015625,-37.652732849121094,11.039260864257812,-7.017394542694092,-28.682456970214844,-9.164151191711426,-29.639318466186523,-11.015296936035156,-20.169660568237305,-10.746258735656738,-12.800349235534668,0.04493987615207373,1411.373227056082,0.07948626577854156,1
-429.028076171875,170.6595458984375,-42.18120574951172,-3.043916940689087,13.657264709472656,-16.54124641418457,-22.213214874267578,-10.606348991394043,-14.95963191986084,-5.2002363204956055,-5.83565092086792,0.8396347761154175,-0.25655850768089294,0.04196749912219101,1010.9955701851835,0.0133442934602499,1
-419.857421875,181.74632263183594,-49.96792984008789,-22.634429931640625,8.116353034973145,-14.654898643493652,-19.627893447875977,-3.673471689224243,-11.751761436462402,-3.7821285724639893,-1.0387167930603027,0.23392905294895172,-6.50273323059082,0.06872164818548387,1161.0006635139598,0.008850582875311375,1
-224.78564453125,147.7105255126953,-20.792293548583984,-44.476219177246094,22.81490707397461,-9.9155912399292,-32.391693115234375,-3.374598264694214,-25.16321563720703,-10.545677185058594,-26.01045036315918,-18.643369674682617,-17.6428165435791,0.04670173891129032,1320.252608717407,0.08860328793525696,1
-522.9412231445312,158.47804260253906,8.542404174804688,-10.765789031982422,-8.543429374694824,-4.216145992279053,-10.417476654052734,-5.061674118041992,-6.021961212158203,-4.351663589477539,-0.7638933658599854,2.7694215774536133,-0.9983572363853455,0.06099015336981567,1406.386221210195,0.0028581356164067984,1
